ETRN,DNI,DHI,Direct Normal Illuminance {lux},Diffuse Horizontal Illuminance {lux},Dry-Bulb,Dew-Point,Relative Humidity {%},wspd
1262,367,396,999900,999900,23.9,6.7,33,2.6
1265,63,282,999900,999900,25,6.7,31,2.6
1222,7,210,999900,999900,24.4,6.7,32,2.6
1137,63,318,999900,999900,25,7.2,32,2.6
1012,114,153,999900,999900,25,7.2,32,2.1
853,14,56,999900,999900,23.3,10,43,4.1
667,0,2,999900,999900,22.8,10,44,5.1
0,0,0,999900,999900,21.1,9.4,47,5.7
0,0,0,999900,999900,19.4,9.4,52,3.6
0,0,0,999900,999900,18.9,9.4,54,1.5
0,0,0,999900,999900,17.8,9.4,58,2.1
0,0,0,999900,999900,18.3,9.4,56,2.1
0,0,0,999900,999900,16.1,8.9,62,2.1
0,0,0,999900,999900,15.6,8.9,64,1.5
0,0,0,999900,999900,13.3,7.8,69,2.1
0,0,0,999900,999900,13.3,7.8,69,2.1
0,0,0,999900,999900,12.8,7.2,69,3.6
0,0,4,999900,999900,12.8,7.2,69,3.1
0,0,123,999900,999900,13.3,7.8,69,2.1
650,755,260,999900,999900,16.1,8.3,60,2.6
838,853,314,999900,999900,19.4,9.4,52,3.1
1000,918,309,999900,999900,22.2,10,46,3.1
1128,940,277,999900,999900,23.3,10,43,1.5
1218,939,224,999900,999900,25,8.9,36,2.1
1264,934,168,999900,999900,26.1,5,26,1.5
1267,912,120,999900,999900,27.8,5.6,24,3.6
1224,864,24,999900,999900,28.3,3.9,21,3.6
1139,759,5,999900,999900,27.8,3.9,22,1.5
1014,157,193,999900,999900,28.3,3.9,21,4.1
855,141,62,999900,999900,27.8,3.9,22,4.6
669,0,0,999900,999900,26.1,2.2,21,4.1
0,0,0,999900,999900,25,2.2,23,2.6
0,0,0,999900,999900,22.8,2.2,26,2.1
0,0,0,999900,999900,21.1,2.2,29,1
0,0,0,999900,999900,20,2.2,31,1
0,0,0,999900,999900,18.9,2.2,33,1
0,0,0,999900,999900,15.6,2.8,42,1.5
0,0,0,999900,999900,13.9,2.8,47,2.6
0,0,0,999900,999900,13.9,2.8,47,2.1
0,0,0,999900,999900,13.3,2.8,49,1.5
0,0,0,999900,999900,12.8,2.2,48,2.6
0,0,4,999900,999900,11.7,2.2,52,4.1
0,0,128,999900,999900,12.2,3.3,54,3.6
654,740,267,999900,999900,16.7,5.6,48,2.1
841,865,313,999900,999900,20,5.6,39,2.6
1003,902,292,999900,999900,21.7,5.6,35,1
1131,890,233,999900,999900,23.9,5.6,31,1.5
1220,773,185,999900,999900,25.6,1.1,20,2.6
1267,518,287,999900,999900,27.2,1.1,18,2.1
1268,907,83,999900,999900,27.8,0.6,17,4.1
1226,638,142,999900,999900,28.9,0.6,16,2.6
1140,764,21,999900,999900,28.9,4.4,21,3.6
1015,567,31,999900,999900,28.3,0,16,4.6
856,118,57,999900,999900,27.8,-1.7,14,3.6
671,0,1,999900,999900,26.3,0,18,3.9
0,0,0,999900,999900,24.9,0,19,3.6
0,0,0,999900,999900,23.4,0,21,3.4
0,0,0,999900,999900,21.9,0,23,3.1
0,0,0,999900,999900,20.4,0,25,2.8
0,0,0,999900,999900,18.9,0,28,2.5
0,0,0,999900,999900,16.9,0.1,32,1.4
0,0,0,999900,999900,15.7,0.2,35,0.7
0,0,0,999900,999900,14.7,0.5,38,0.3
0,0,0,999900,999900,13.9,1.1,42,0
0,0,0,999900,999900,13.5,1.8,45,0
0,0,4,999900,999900,13.2,2.9,50,0
0,0,109,999900,999900,12.8,2.8,51,1.5
658,556,255,999900,999900,18.3,1.1,31,7.2
845,708,288,999900,999900,18.3,0,29,9.8
1006,594,306,999900,999900,18.9,0,28,7.7
1134,649,286,999900,999900,19.4,0,27,9.3
1222,593,281,999900,999900,20.6,-0.6,24,8.8
1269,505,309,999900,999900,20,1.1,28,10.3
1270,15,415,999900,999900,18.3,0.6,30,7.7
1227,36,220,999900,999900,17.8,0.6,31,7.7
1142,261,239,999900,999900,19.4,-2.2,23,7.7
1017,56,149,999900,999900,18.3,-1.1,27,7.7
858,230,20,999900,999900,17.8,-1.7,26,3.1
673,0,1,999900,999900,15,2.2,42,3.6
0,0,0,999900,999900,13.9,2.8,47,3.6
0,0,0,999900,999900,15,0,36,3.6
0,0,0,999900,999900,14.4,0,37,1.5
0,0,0,999900,999900,13.3,0,40,1
0,0,0,999900,999900,11.1,0.6,48,1.5
0,0,0,999900,999900,11.1,0.6,48,0
0,0,0,999900,999900,11.1,0,46,0
0,0,0,999900,999900,11.7,0,44,1
0,0,0,999900,999900,10.6,2.8,58,1.5
0,0,0,999900,999900,10.6,2.2,56,0
0,0,1,999900,999900,10.6,2.2,56,0
0,0,109,999900,999900,10,2.8,61,2.6
662,620,258,999900,999900,12.8,-1.1,38,0
848,849,283,999900,999900,15.6,-1.7,30,0
1009,901,280,999900,999900,16.7,-1.7,28,1
1136,906,220,999900,999900,16.7,-1.7,28,4.1
1225,906,167,999900,999900,17.8,-2.2,25,3.6
1270,809,163,999900,999900,18.9,-2.2,23,1.5
1272,358,289,999900,999900,18.9,-1.7,24,6.2
1229,99,336,999900,999900,18.9,-2.2,23,4.1
1143,23,265,999900,999900,18.9,-1.1,26,3.1
1018,5,118,999900,999900,18.9,-1.7,24,3.6
860,176,10,999900,999900,18.3,-1.1,27,3.1
674,0,1,999900,999900,17.8,-0.6,29,1.5
0,0,0,999900,999900,16.7,1.7,36,1
0,0,0,999900,999900,15.6,2.2,40,3.1
0,0,0,999900,999900,16.1,1.7,38,3.1
0,0,0,999900,999900,15,2.2,42,1.5
0,0,0,999900,999900,12.8,2.2,48,1.5
0,0,0,999900,999900,11.7,2.2,52,1
0,0,0,999900,999900,11.7,2.8,54,0
0,0,0,999900,999900,11.1,3.3,59,0
0,0,0,999900,999900,10,2.8,61,0
0,0,0,999900,999900,9.4,3.9,68,0
0,0,4,999900,999900,8.3,2.8,68,1.5
0,0,117,999900,999900,11.1,4.4,63,1.5
665,534,270,999900,999900,13.9,5.6,57,1.5
852,793,285,999900,999900,16.1,5.6,50,2.1
1012,863,300,999900,999900,17.8,4.4,41,1.5
1139,891,278,999900,999900,18.9,3.3,35,3.6
1227,896,225,999900,999900,20.6,3.3,32,3.1
1272,863,214,999900,999900,21.7,3.3,30,7.7
1274,549,270,999900,999900,22.2,2.2,27,7.2
1230,657,155,999900,999900,23.3,1.1,23,5.7
1145,534,132,999900,999900,23.9,0.6,22,9.3
1020,460,84,999900,999900,24.4,0,20,5.1
861,124,68,999900,999900,23.9,1.1,22,4.1
676,0,2,999900,999900,22.2,0.6,24,5.1
0,0,0,999900,999900,21.1,0.6,26,4.6
0,0,0,999900,999900,18.9,1.1,30,3.6
0,0,0,999900,999900,17.8,0.6,31,1.5
0,0,0,999900,999900,16.7,1.1,35,2.1
0,0,0,999900,999900,16.7,0,32,2.1
0,0,0,999900,999900,15.6,0,34,1.5
0,0,0,999900,999900,12.8,1.7,47,1.5
0,0,0,999900,999900,10.6,2.2,56,0
0,0,0,999900,999900,10.6,2.2,56,0
0,0,0,999900,999900,9.4,2.2,61,2.6
0,0,5,999900,999900,8.9,2.8,66,1.5
0,0,107,999900,999900,12.2,2.8,53,1.5
669,624,257,999900,999900,16.7,2.8,39,2.6
855,804,294,999900,999900,19.4,3.3,34,2.6
1015,866,313,999900,999900,22.8,0,22,8.8
1141,903,297,999900,999900,23.9,0.6,22,8.8
1229,911,246,999900,999900,23.9,0.6,22,6.7
1274,891,215,999900,999900,25,1.1,21,6.2
1275,887,60,999900,999900,25,0.6,20,3.6
1232,907,50,999900,999900,26.1,1.1,20,4.1
1146,579,108,999900,999900,26.7,1.1,19,2.6
1021,383,121,999900,999900,27.2,1.7,19,6.2
863,14,60,999900,999900,26.1,2.2,21,6.7
678,0,2,999900,999900,24.4,2.8,24,4.1
0,0,0,999900,999900,22.2,2.8,28,3.1
0,0,0,999900,999900,21.7,2.8,29,2.1
0,0,0,999900,999900,21.1,1.1,26,3.6
0,0,0,999900,999900,21.1,0.6,26,3.1
0,0,0,999900,999900,21.1,1.7,28,0
0,0,0,999900,999900,20,0.6,27,1
0,0,0,999900,999900,17.2,1.7,35,2.1
0,0,0,999900,999900,16.1,2.2,39,0
0,0,0,999900,999900,13.9,1.7,44,2.1
0,0,0,999900,999900,13.9,2.2,45,2.1
0,0,5,999900,999900,11.7,2.2,52,2.6
0,0,141,999900,999900,14.4,1.7,42,1
673,712,263,999900,999900,18.3,2.8,36,1
859,925,271,999900,999900,22.2,1.1,25,2.1
1018,976,263,999900,999900,23.3,-0.6,20,0
1144,998,225,999900,999900,25,0.6,20,2.1
1231,1002,164,999900,999900,25,-0.6,18,0
1276,1002,110,999900,999900,25.6,-0.6,18,1.5
1277,986,43,999900,999900,26.7,1.7,20,2.1
1233,907,0,999900,999900,27.2,1.1,18,0
1148,881,0,999900,999900,27.2,1.7,19,4.1
1023,777,0,999900,999900,27.2,2.2,20,4.6
865,98,59,999900,999900,26.7,1.7,20,1.5
680,0,4,999900,999900,25.6,2.8,23,0
0,0,0,999900,999900,22.8,3.3,28,3.1
0,0,0,999900,999900,20.6,5.6,37,4.1
0,0,0,999900,999900,20,5,37,2.1
0,0,0,999900,999900,18.3,4.4,40,1.5
0,0,0,999900,999900,17.2,3.3,39,2.6
0,0,0,999900,999900,15.6,2.8,42,3.1
0,0,0,999900,999900,15,1.7,41,2.6
0,0,0,999900,999900,15.6,1.7,39,2.6
0,0,0,999900,999900,13.9,2.8,47,3.1
0,0,0,999900,999900,13.3,2.8,49,2.6
0,0,5,999900,999900,13.3,2.2,47,4.6
0,0,145,999900,999900,15,3.3,45,4.1
677,667,270,999900,999900,18.9,3.3,35,5.7
862,834,301,999900,999900,21.7,3.9,31,4.6
1021,890,304,999900,999900,23.9,4.4,28,2.1
1146,916,275,999900,999900,26.1,3.9,24,3.1
1233,925,230,999900,999900,27.8,1.7,18,4.1
1278,925,183,999900,999900,28.9,0,15,8.2
1278,910,118,999900,999900,30,0,14,9.3
1235,883,67,999900,999900,30,-1.1,13,7.7
1149,818,15,999900,999900,30.6,-0.6,13,10.8
1024,526,52,999900,999900,30,3.3,18,10.3
866,188,36,999900,999900,28.9,0.6,16,10.3
682,0,4,999900,999900,27.8,0.6,17,8.2
0,0,0,999900,999900,26.7,0,17,8.8
0,0,0,999900,999900,25.6,-1.7,16,6.2
0,0,0,999900,999900,25.6,-1.7,16,8.2
0,0,0,999900,999900,23.3,-0.6,20,4.1
0,0,0,999900,999900,22.2,-1.1,21,2.1
0,0,0,999900,999900,22.2,0.6,24,6.7
0,0,0,999900,999900,21.7,0,24,7.7
0,0,0,999900,999900,20.6,-3.3,19,6.7
0,0,0,999900,999900,18.9,-1.7,24,3.6
0,0,0,999900,999900,17.8,0,30,4.1
0,0,4,999900,999900,16.1,-0.6,32,2.1
0,0,106,999900,999900,16.7,-1.1,29,3.1
681,269,282,999900,999900,18.9,-1.7,24,6.7
865,611,335,999900,999900,20,-1.1,24,5.1
1023,770,344,999900,999900,21.7,-2.2,20,6.2
1148,798,347,999900,999900,22.2,-1.7,20,5.1
1235,808,317,999900,999900,22.8,-2.2,18,5.1
1280,812,279,999900,999900,23.3,-4.4,15,7.2
1280,803,216,999900,999900,24.4,-5.6,12,4.6
1236,782,152,999900,999900,25,-5.6,12,3.6
1150,729,86,999900,999900,25.6,-6.7,11,5.1
1026,399,129,999900,999900,25,-5.6,12,2.1
868,40,91,999900,999900,24.4,-5.6,12,4.1
684,0,4,999900,999900,22.8,-3.9,16,2.6
0,0,0,999900,999900,20.6,-2.2,21,0
0,0,0,999900,999900,19.4,-3.3,21,0
0,0,0,999900,999900,17.8,-1.7,26,1.5
0,0,0,999900,999900,13.9,-1.1,35,1
0,0,0,999900,999900,12.8,-1.1,38,2.6
0,0,0,999900,999900,12.2,0,43,1.5
0,0,0,999900,999900,11.1,0,46,1.5
0,0,0,999900,999900,11.1,-2.8,37,2.1
0,0,0,999900,999900,10,-2.8,39,2.1
0,0,0,999900,999900,10.6,-2.8,38,2.1
0,0,4,999900,999900,11.1,-3.3,35,2.6
0,0,144,999900,999900,12.2,-2.2,36,2.6
684,474,241,999900,999900,15.6,-1.7,30,3.6
868,564,278,999900,999900,18.9,-1.1,26,2.1
1026,720,277,999900,999900,22.2,0.6,24,1.5
1151,941,174,999900,999900,23.9,-4.4,14,2.1
1237,967,148,999900,999900,25.6,-4.4,13,1
1281,979,111,999900,999900,26.1,-4.4,12,4.6
1281,976,60,999900,999900,26.7,-5,11,0
1238,952,6,999900,999900,27.8,-6.1,10,2.1
1152,901,0,999900,999900,28.3,-5,10,0
1027,457,105,999900,999900,27.8,-5,11,2.6
869,395,0,999900,999900,26.7,-4.4,12,4.1
686,0,4,999900,999900,24.4,-3.3,15,1
0,0,0,999900,999900,22.2,-3.9,16,0
0,0,0,999900,999900,20,-2.2,22,0
0,0,0,999900,999900,18.9,-1.7,24,0
0,0,0,999900,999900,16.7,-1.1,29,1.5
0,0,0,999900,999900,16.7,-2.8,25,1.5
0,0,0,999900,999900,15.6,-2.8,27,2.6
0,0,0,999900,999900,15,-1.1,33,2.1
0,0,0,999900,999900,16.1,-2.8,26,2.1
0,0,0,999900,999900,13.9,0,38,0
0,0,0,999900,999900,13.3,-0.6,38,1.5
0,0,6,999900,999900,12.8,0.6,43,0
0,0,93,999900,999900,13.9,0,38,2.1
688,52,238,999900,999900,16.1,1.1,36,3.1
871,800,250,999900,999900,21.7,-2.8,19,4.1
1029,758,349,999900,999900,23.9,0,21,2.1
1153,838,355,999900,999900,25.6,-1.1,17,1.5
1239,834,303,999900,999900,27.2,-3.9,12,2.1
1283,764,258,999900,999900,27.8,-5,11,3.6
1283,308,413,999900,999900,29.4,-2.8,12,0
1239,388,322,999900,999900,28.9,-2.8,12,3.6
1153,209,307,999900,999900,28.9,-1.7,13,5.1
1028,93,227,999900,999900,27.8,-0.6,16,2.6
871,509,0,999900,999900,27.8,-0.6,16,4.1
688,0,6,999900,999900,26.1,0,18,0
0,0,0,999900,999900,22.8,0.6,23,0
0,0,0,999900,999900,21.1,2.2,29,0
0,0,0,999900,999900,20,0.6,27,0
0,0,0,999900,999900,18.9,2.8,34,0
0,0,0,999900,999900,18.9,1.1,30,0
0,0,0,999900,999900,18.9,1.1,30,0
0,0,0,999900,999900,15,1.1,39,1.5
0,0,0,999900,999900,15,-0.6,34,0
0,0,0,999900,999900,13.9,-0.6,37,0
0,0,0,999900,999900,13.3,0.6,42,0
0,0,5,999900,999900,12.2,1.1,47,0
0,0,132,999900,999900,12.2,1.1,47,3.1
692,578,266,999900,999900,15.6,-1.1,31,3.6
874,824,284,999900,999900,19.4,1.7,31,3.6
1031,880,291,999900,999900,22.2,2.2,27,2.1
1155,906,263,999900,999900,23.9,2.2,24,1.5
1241,918,222,999900,999900,24.4,2.2,23,1
1285,921,175,999900,999900,26.1,0.6,19,2.1
1284,911,116,999900,999900,27.2,0,17,2.6
1240,889,66,999900,999900,28.3,0,16,3.1
1154,838,9,999900,999900,28.9,0,15,1.5
1030,710,0,999900,999900,29.4,0,15,5.7
873,317,34,999900,999900,28.3,-0.6,15,2.6
689,0,8,999900,999900,27.8,-1.7,14,3.1
0,0,0,999900,999900,26.1,1.1,20,0
0,0,0,999900,999900,22.8,0.6,23,0
0,0,0,999900,999900,21.1,0.6,26,0
0,0,0,999900,999900,19.4,0.6,28,0
0,0,0,999900,999900,17.8,2.2,35,2.1
0,0,0,999900,999900,17.2,1.1,34,2.6
0,0,0,999900,999900,16.7,1.1,35,0
0,0,0,999900,999900,15,2.2,42,0
0,0,0,999900,999900,13.9,2.8,47,0
0,0,0,999900,999900,13.3,2.2,47,3.1
0,0,2,999900,999900,13.3,0.6,42,2.1
0,0,110,999900,999900,13.3,1.1,43,3.1
695,356,292,999900,999900,15.6,0.6,36,3.6
877,718,338,999900,999900,19.4,2.8,33,3.1
1034,778,360,999900,999900,21.7,5,34,1.5
1157,797,351,999900,999900,23.3,4.4,29,1
1243,804,320,999900,999900,25,3.9,25,1.5
1286,804,282,999900,999900,26.1,3.9,24,1.5
1286,793,215,999900,999900,27.2,3.3,21,1
1241,775,158,999900,999900,28.3,2.2,19,2.1
1155,736,81,999900,999900,28.3,2.8,19,1
1031,584,65,999900,999900,28.9,2.8,19,2.6
874,114,108,999900,999900,28.9,2.8,19,4.6
691,0,9,999900,999900,28.3,2.2,19,4.1
0,0,0,999900,999900,26.1,3.3,23,2.1
0,0,0,999900,999900,23.9,3.3,26,0
0,0,0,999900,999900,22.2,3.9,30,0
0,0,0,999900,999900,21.1,5.6,36,0
0,0,0,999900,999900,20.6,3.9,33,0
0,0,0,999900,999900,19.4,5,39,0
0,0,0,999900,999900,17.8,4.4,41,0
0,0,0,999900,999900,16.7,4.4,44,1.5
0,0,0,999900,999900,13.9,5,55,2.6
0,0,0,999900,999900,13.3,5,57,1.5
0,0,9,999900,999900,12.8,4.4,57,1.5
0,0,162,999900,999900,12.2,4.4,59,1.5
699,726,266,999900,999900,15.6,2.8,42,3.6
880,857,298,999900,999900,18.9,5.6,42,2.1
1036,906,288,999900,999900,22.2,5,33,3.1
1160,929,262,999900,999900,23.9,3.9,27,2.6
1245,934,212,999900,999900,25,2.8,24,2.1
1288,934,166,999900,999900,26.1,1.7,20,2.6
1287,918,109,999900,999900,27.8,1.7,18,2.6
1243,883,47,999900,999900,28.3,0.6,17,2.1
1157,834,0,999900,999900,28.9,1.7,17,3.1
1032,630,20,999900,999900,28.9,1.7,17,4.6
876,307,15,999900,999900,28.9,1.7,17,4.1
693,0,8,999900,999900,27.8,1.1,18,2.6
0,0,0,999900,999900,26.1,2.2,21,1.5
0,0,0,999900,999900,23.3,2.2,25,2.1
0,0,0,999900,999900,22.2,3.3,29,1
0,0,0,999900,999900,21.1,2.8,30,1
0,0,0,999900,999900,19.4,3.3,34,1
0,0,0,999900,999900,18.9,3.3,35,0
0,0,0,999900,999900,17.2,2.8,38,0
0,0,0,999900,999900,16.7,2.8,39,0
0,0,0,999900,999900,15,3.3,45,0
0,0,0,999900,999900,13.3,2.8,49,2.1
0,0,9,999900,999900,13.9,1.7,44,0
0,0,158,999900,999900,12.2,2.8,53,2.6
702,532,295,999900,999900,16.1,2.2,39,2.1
883,723,352,999900,999900,19.4,3.3,34,3.6
1039,768,379,999900,999900,22.8,5,31,2.1
1162,785,373,999900,999900,25,4.4,26,2.6
1246,789,340,999900,999900,26.7,2.8,21,3.1
1289,789,303,999900,999900,27.8,-0.6,16,1.5
1288,780,240,999900,999900,28.9,-2.8,12,1
1244,759,183,999900,999900,29.4,-2.8,12,0
1158,705,105,999900,999900,30.6,-2.8,11,2.6
1034,344,167,999900,999900,30.6,-1.1,13,3.6
877,2,80,999900,999900,30,0.6,15,3.1
695,0,5,999900,999900,29.4,1.7,17,2.1
0,0,0,999900,999900,28.3,1.1,17,1
0,0,0,999900,999900,25,2.2,23,1
0,0,0,999900,999900,25,1.7,22,0
0,0,0,999900,999900,22.8,2.8,27,0
0,0,0,999900,999900,20,3.3,33,1.5
0,0,0,999900,999900,18.9,3.9,37,1.5
0,0,0,999900,999900,17.8,2.8,37,1.5
0,0,0,999900,999900,18.3,2.2,34,0
0,0,0,999900,999900,17.2,1.1,34,0
0,0,0,999900,999900,15.6,1.1,37,2.1
0,0,9,999900,999900,14.4,1.7,42,1.5
0,0,168,999900,999900,13.9,1.1,42,1.5
706,578,234,999900,999900,16.7,2.2,38,2.1
886,506,308,999900,999900,21.1,2.8,30,3.1
1041,841,297,999900,999900,22.2,3.9,30,2.6
1164,803,209,999900,999900,25,3.9,25,1.5
1248,922,143,999900,999900,27.2,3.3,21,2.6
1290,428,379,999900,999900,28.9,2.8,19,2.1
1289,901,61,999900,999900,29.4,1.1,16,3.6
1245,867,64,999900,999900,30,3.3,18,3.6
1159,612,65,999900,999900,30,0,14,5.1
1035,655,0,999900,999900,30.6,-0.6,13,5.7
878,67,68,999900,999900,30.6,1.1,15,3.6
697,0,9,999900,999900,29.4,0.6,16,6.2
0,0,0,999900,999900,27.8,0.6,17,4.1
0,0,0,999900,999900,26.1,0,18,5.1
0,0,0,999900,999900,25,1.1,21,1.5
0,0,0,999900,999900,25,0,19,1.5
0,0,0,999900,999900,23.9,1.7,23,2.6
0,0,0,999900,999900,23.3,5,30,2.6
0,0,0,999900,999900,21.7,5.6,35,2.1
0,0,0,999900,999900,20.6,6.7,40,0
0,0,0,999900,999900,18.9,5.6,42,0
0,0,0,999900,999900,17.2,5,44,0
0,0,13,999900,999900,17.8,7.2,50,0
0,0,161,999900,999900,15.6,6.7,55,3.1
709,689,257,999900,999900,18.3,7.2,48,2.1
889,856,264,999900,999900,21.1,8.3,44,2.1
1044,908,269,999900,999900,22.8,8.3,39,3.1
1166,933,238,999900,999900,22.8,8.9,41,1.5
1250,943,192,999900,999900,24.4,8.9,37,4.1
1292,947,149,999900,999900,26.1,6.7,29,3.1
1291,926,89,999900,999900,26.1,5.6,27,0
1246,889,20,999900,999900,27.2,4.4,23,3.1
1160,847,0,999900,999900,27.8,4.4,22,3.6
1036,654,4,999900,999900,27.8,5,23,3.6
880,420,0,999900,999900,27.8,5,23,7.7
698,0,9,999900,999900,26.7,5,25,4.1
0,0,0,999900,999900,25,5,28,2.6
0,0,0,999900,999900,23.9,5.6,31,2.1
0,0,0,999900,999900,22.8,5.6,33,2.6
0,0,0,999900,999900,21.1,5,35,0
0,0,0,999900,999900,20.6,5,36,0
0,0,0,999900,999900,19.4,6.1,42,0
0,0,0,999900,999900,17.8,5.6,45,0
0,0,0,999900,999900,15,6.1,55,1.5
0,0,0,999900,999900,15,4.4,49,0
0,0,0,999900,999900,13.9,5,55,1.5
0,0,11,999900,999900,13.3,3.9,53,1.5
0,0,161,999900,999900,14.4,2.2,44,1
712,702,257,999900,999900,15.6,3.3,44,3.6
892,868,278,999900,999900,18.9,3.9,37,2.1
1046,917,272,999900,999900,21.7,5.6,35,2.1
1168,933,234,999900,999900,23.3,5,30,3.1
1251,940,189,999900,999900,24.4,5.6,30,1.5
1293,950,147,999900,999900,25.6,2.8,23,2.6
1292,946,93,999900,999900,26.7,0,17,3.1
1247,925,43,999900,999900,27.2,-2.8,13,4.6
1161,875,0,999900,999900,27.2,-2.2,14,6.2
1037,759,0,999900,999900,27.2,-3.9,12,4.6
881,427,0,999900,999900,27.2,-3.9,12,5.1
700,0,4,999900,999900,25.6,-1.7,16,3.6
0,0,0,999900,999900,23.9,-1.1,19,3.6
0,0,0,999900,999900,23.3,-1.1,19,2.6
0,0,0,999900,999900,21.1,1.7,28,2.6
0,0,0,999900,999900,21.1,3.3,31,2.6
0,0,0,999900,999900,20,3.9,35,3.6
0,0,0,999900,999900,18.9,5,40,3.1
0,0,0,999900,999900,19.4,5,39,2.1
0,0,0,999900,999900,17.2,3.9,41,1.5
0,0,0,999900,999900,15,2.8,44,1.5
0,0,0,999900,999900,15,3.3,45,1.5
0,0,9,999900,999900,13.9,3.9,51,0
0,0,169,999900,999900,13.9,4.4,53,2.6
715,764,259,999900,999900,15,4.4,49,0
895,854,255,999900,999900,17.8,4.4,41,2.6
1048,907,256,999900,999900,19.4,3.9,36,4.1
1169,942,242,999900,999900,20.6,3.9,33,1.5
1253,943,182,999900,999900,22.8,4.4,30,1.5
1294,952,145,999900,999900,24.4,2.2,23,1.5
1293,942,86,999900,999900,25,2.2,23,3.6
1248,924,39,999900,999900,26.7,2.2,20,0
1162,877,0,999900,999900,27.2,-0.6,16,0
1038,748,0,999900,999900,27.8,-1.7,14,5.1
883,449,0,999900,999900,27.8,-1.7,14,3.6
702,0,9,999900,999900,26.1,-0.6,17,6.7
0,0,0,999900,999900,23.9,0,21,4.1
0,0,0,999900,999900,22.8,1.7,25,1.5
0,0,0,999900,999900,21.1,1.7,28,1.5
0,0,0,999900,999900,20.6,1.1,27,5.1
0,0,0,999900,999900,21.7,0,24,0
0,0,0,999900,999900,20,1.7,30,0
0,0,0,999900,999900,20.6,3.9,33,5.1
0,0,0,999900,999900,20.6,3.9,33,5.7
0,0,0,999900,999900,19.4,5,39,2.6
0,0,0,999900,999900,18.9,5.6,42,0
0,0,12,999900,999900,17.8,5.6,45,0
523,478,166,999900,999900,16.1,5,48,0
719,701,251,999900,999900,16.1,5.6,50,1
897,869,261,999900,999900,19.4,6.7,44,2.1
1051,920,258,999900,999900,20.6,7.8,44,3.6
1171,949,234,999900,999900,21.7,7.2,39,7.2
1254,952,181,999900,999900,22.2,6.1,35,6.2
1296,961,135,999900,999900,23.3,6.7,34,5.1
1294,971,100,999900,999900,23.3,6.1,33,6.2
1249,927,36,999900,999900,24.4,5,29,7.2
1163,809,0,999900,999900,24.4,5,29,8.2
1040,583,18,999900,999900,24.4,1.1,22,9.3
884,434,0,999900,999900,23.9,-1.7,18,10.3
704,0,13,999900,999900,22.8,-3.3,17,7.7
0,0,0,999900,999900,21.1,-2.8,19,6.2
0,0,0,999900,999900,20,-0.6,25,4.1
0,0,0,999900,999900,18.9,0,28,4.1
0,0,0,999900,999900,18.3,0.6,30,1
0,0,0,999900,999900,17.8,0.6,31,2.1
0,0,0,999900,999900,16.7,1.7,36,2.1
0,0,0,999900,999900,15.6,1.7,39,1.5
0,0,0,999900,999900,14.4,1.7,42,0
0,0,0,999900,999900,12.8,2.2,48,0
0,0,0,999900,999900,12.8,2.8,51,0
0,0,15,999900,999900,12.2,2.2,50,0
527,286,173,999900,999900,10.6,2.2,56,1
722,696,267,999900,999900,12.8,3.3,52,3.1
900,846,291,999900,999900,16.1,3.9,44,2.6
1053,897,290,999900,999900,17.8,2.8,37,0
1173,910,264,999900,999900,19.4,4.4,37,1.5
1256,898,196,999900,999900,20.6,3.9,33,1.5
1297,926,181,999900,999900,21.7,1.7,27,4.1
1295,924,119,999900,999900,22.2,1.1,25,5.7
1250,895,66,999900,999900,23.9,1.1,22,2.6
1164,804,45,999900,999900,24.4,0.6,21,5.7
1041,285,173,999900,999900,25,0,19,2.6
885,396,19,999900,999900,24.4,-2.8,16,5.1
705,44,10,999900,999900,23.9,-2.2,17,1
0,0,0,999900,999900,22.8,-2.2,18,0
0,0,0,999900,999900,22.2,-2.2,19,0
0,0,0,999900,999900,20.6,1.1,27,0
0,0,0,999900,999900,19.4,1.1,29,0
0,0,0,999900,999900,17.8,2.2,35,2.6
0,0,0,999900,999900,16.1,1.7,38,1
0,0,0,999900,999900,15,2.8,44,1
0,0,0,999900,999900,13.9,2.2,45,1
0,0,0,999900,999900,12.2,1.7,49,0
0,0,0,999900,999900,12.2,0,43,1.5
0,0,13,999900,999900,13.9,1.1,42,1.5
530,231,181,999900,999900,11.7,0.6,46,2.1
725,741,260,999900,999900,13.9,0.6,40,2.1
902,852,285,999900,999900,16.7,2.8,39,1
1055,848,246,999900,999900,18.3,3.3,37,1.5
1175,821,233,999900,999900,21.1,3.9,32,8.2
1257,888,172,999900,999900,22.8,3.9,29,4.1
1298,860,135,999900,999900,23.9,-1.1,19,5.1
1296,909,99,999900,999900,24.4,-2.8,16,6.2
1251,902,46,999900,999900,26.1,-2.2,15,6.2
1165,866,13,999900,999900,26.1,-3.3,14,6.2
1042,631,39,999900,999900,26.1,-3.9,13,6.2
887,69,65,999900,999900,25.6,-4.4,13,4.1
707,1,9,999900,999900,23.3,-3.3,16,5.1
0,0,0,999900,999900,22.2,-0.6,22,4.1
0,0,0,999900,999900,20.6,0,25,3.1
0,0,0,999900,999900,19.4,1.7,31,2.1
0,0,0,999900,999900,18.3,0.6,30,3.1
0,0,0,999900,999900,16.7,2.8,39,1.5
0,0,0,999900,999900,16.1,0,33,2.1
0,0,0,999900,999900,15.6,-0.6,33,2.6
0,0,0,999900,999900,14.4,1.1,40,2.1
0,0,0,999900,999900,14.4,0,37,1
