ETRN,DNI,DHI,Direct Normal Illuminance {lux},Diffuse Horizontal Illuminance {lux},Dry-Bulb,Dew-Point,Relative Humidity {%},wspd
0,0,0,999900,999900,28.9,3.3,19,1
0,0,0,999900,999900,28.3,3.3,20,2.6
0,0,0,999900,999900,26.7,5,25,1.5
0,0,0,999900,999900,25.6,3.9,25,2.1
0,0,0,999900,999900,23.9,3.3,26,1
0,0,0,999900,999900,22.2,3.9,30,1
0,0,1,999900,999900,20.6,6.7,40,1.5
0,0,77,999900,999900,21.1,6.1,38,1.5
619,383,231,999900,999900,21.1,6.7,39,1.5
792,589,316,999900,999900,23.9,5.6,31,4.1
952,695,358,999900,999900,28.9,6.1,24,1.5
1089,731,384,999900,999900,31.1,5,19,0
1199,743,376,999900,999900,32.2,5.6,19,4.1
1274,751,357,999900,999900,33.9,3.9,15,1
1312,759,314,999900,999900,35.6,-0.6,10,2.1
1312,796,262,999900,999900,36.7,1.1,11,4.6
1272,775,0,999900,999900,36.7,0.6,10,3.1
1195,701,81,999900,999900,37.2,1.1,10,2.6
1085,497,116,999900,999900,37.8,2.2,11,2.6
947,99,118,999900,999900,37.8,1.1,10,3.6
786,27,55,999900,999900,36.7,2.2,12,2.6
613,0,2,999900,999900,36.1,1.7,12,2.6
0,0,0,999900,999900,34.4,1.7,13,3.1
0,0,0,999900,999900,33.3,3.9,16,1.5
0,0,0,999900,999900,30.6,4.4,19,3.1
0,0,0,999900,999900,30,5,21,1.5
0,0,0,999900,999900,28.9,7.8,27,0
0,0,0,999900,999900,27.8,6.1,25,1
0,0,0,999900,999900,27.2,5,24,2.6
0,0,0,999900,999900,26.1,4.4,25,0
0,0,1,999900,999900,25,3.9,25,0
0,0,70,999900,999900,23.3,5.6,32,1.5
618,221,235,999900,999900,23.9,6.1,32,2.1
791,507,326,999900,999900,26.7,7.8,30,3.1
951,677,353,999900,999900,30,5.6,21,1.5
1089,714,388,999900,999900,32.2,4.4,17,1
1198,724,376,999900,999900,33.9,4.4,16,2.6
1274,739,363,999900,999900,33.9,3.3,15,2.6
1312,749,330,999900,999900,35,1.1,12,4.1
1312,743,276,999900,999900,35.6,-1.1,10,4.1
1272,727,218,999900,999900,36.7,-1.7,9,7.7
1196,693,152,999900,999900,36.7,-3.3,8,6.2
1086,586,114,999900,999900,37.2,-3.3,7,3.1
947,228,148,999900,999900,36.7,-5,7,3.1
787,6,59,999900,999900,36.1,-5.6,6,4.1
614,0,2,999900,999900,33.9,-2.2,10,3.6
0,0,0,999900,999900,31.7,1.1,14,2.1
0,0,0,999900,999900,28.3,1.1,17,1.5
0,0,0,999900,999900,28.9,2.8,19,1
0,0,0,999900,999900,27.8,1.1,18,2.1
0,0,0,999900,999900,25.6,3.9,25,1.5
0,0,0,999900,999900,23.3,4.4,29,2.6
0,0,0,999900,999900,22.8,3.3,28,2.1
0,0,0,999900,999900,22.2,1.7,26,2.6
0,0,1,999900,999900,21.7,0.6,25,2.6
0,0,70,999900,999900,20.6,0,25,2.1
618,555,212,999900,999900,21.7,0.6,25,1.5
791,754,264,999900,999900,24.4,2.2,23,4.6
950,850,285,999900,999900,27.2,3.3,21,4.1
1088,892,275,999900,999900,29.4,5.6,22,3.1
1198,906,244,999900,999900,32.2,5,18,3.6
1273,913,206,999900,999900,33.9,0,12,9.3
1312,906,157,999900,999900,35,0.6,11,8.8
1312,894,109,999900,999900,36.1,0,10,7.7
1272,866,59,999900,999900,36.1,1.1,11,3.6
1196,820,15,999900,999900,36.1,0,10,3.1
1086,688,10,999900,999900,36.7,1.1,11,4.1
948,452,27,999900,999900,36.7,2.2,12,2.6
788,189,7,999900,999900,36.1,3.9,14,4.1
614,0,1,999900,999900,34.4,3.9,15,3.6
0,0,0,999900,999900,32.8,5.6,18,1.5
0,0,0,999900,999900,30.6,6.1,21,1.5
0,0,0,999900,999900,28.9,6.1,24,0
0,0,0,999900,999900,27.8,7.8,28,1.5
0,0,0,999900,999900,23.9,7.2,34,1.5
0,0,0,999900,999900,23.9,5.6,31,1.5
0,0,0,999900,999900,21.1,6.1,38,1
0,0,0,999900,999900,20,3.9,35,0
0,0,1,999900,999900,18.9,4.4,38,0
0,0,79,999900,999900,20,3.3,33,0
617,427,229,999900,999900,24.4,3.3,25,1.5
790,665,291,999900,999900,27.2,5.6,25,3.6
950,773,316,999900,999900,29.4,6.1,23,4.6
1088,813,324,999900,999900,31.7,4.4,18,3.6
1197,820,300,999900,999900,32.8,4.4,17,3.1
1273,822,268,999900,999900,33.9,2.8,14,2.6
1312,821,225,999900,999900,35.6,1.7,12,3.1
1312,815,178,999900,999900,36.1,1.7,12,2.1
1272,791,123,999900,999900,36.7,1.7,11,2.1
1196,754,68,999900,999900,37.8,1.1,10,4.1
1086,611,74,999900,999900,37.8,0.6,10,4.1
948,331,95,999900,999900,37.2,1.7,11,3.6
788,88,41,999900,999900,35.6,3.9,14,2.6
615,0,1,999900,999900,33.3,6.1,18,2.1
0,0,0,999900,999900,31.1,5,19,1
0,0,0,999900,999900,28.9,5.6,23,0
0,0,0,999900,999900,27.2,6.1,26,1
0,0,0,999900,999900,26.1,6.1,28,1
0,0,0,999900,999900,25.6,6.7,30,1
0,0,0,999900,999900,23.3,8.3,38,0
0,0,0,999900,999900,22.2,7.2,38,1.5
0,0,0,999900,999900,21.1,7.8,42,2.1
0,0,1,999900,999900,21.1,7.8,42,1
0,0,74,999900,999900,21.7,7.2,39,1.5
616,401,228,999900,999900,25.6,6.1,29,2.1
789,661,294,999900,999900,28.9,7.2,25,3.1
949,771,321,999900,999900,31.1,7.2,22,2.1
1087,807,326,999900,999900,33.3,5.6,18,2.1
1197,819,304,999900,999900,33.9,5.6,17,2.6
1273,835,280,999900,999900,35.6,2.8,13,1
1312,833,234,999900,999900,36.1,3.9,14,4.6
1311,819,183,999900,999900,36.7,3.3,13,5.1
1272,794,129,999900,999900,37.8,3.9,12,6.2
1196,753,74,999900,999900,37.8,3.9,12,3.6
1087,586,84,999900,999900,38.3,4.4,12,4.1
948,327,95,999900,999900,37.2,5,14,2.1
789,124,41,999900,999900,36.7,7.8,17,1.5
615,0,1,999900,999900,34.4,7.8,19,3.1
0,0,0,999900,999900,33.3,8.9,22,2.1
0,0,0,999900,999900,30.6,8.9,26,0
0,0,0,999900,999900,30.6,8.3,25,3.1
0,0,0,999900,999900,30,7.8,25,3.1
0,0,0,999900,999900,29.4,6.7,24,2.1
0,0,0,999900,999900,28.9,6.7,25,2.6
0,0,0,999900,999900,27.8,7.2,27,1.5
0,0,0,999900,999900,27.2,6.7,27,0
0,0,1,999900,999900,25,8.3,35,0
0,0,68,999900,999900,25.6,9.4,36,2.1
616,70,205,999900,999900,27.2,9.4,33,3.6
789,602,335,999900,999900,30,8.9,27,3.6
948,693,293,999900,999900,32.2,8.9,24,3.6
1087,613,257,999900,999900,33.9,7.2,19,3.1
1196,844,289,999900,999900,35,6.7,17,1.5
1272,898,212,999900,999900,35.6,6.7,17,4.6
1311,895,165,999900,999900,36.7,6.1,15,3.6
1311,884,114,999900,999900,37.8,7.2,15,3.6
1273,864,66,999900,999900,38.3,7.2,15,3.6
1197,799,38,999900,999900,38.3,7.2,15,4.1
1087,384,166,999900,999900,38.3,7.2,15,4.1
949,579,0,999900,999900,37.8,8.9,17,2.6
789,268,0,999900,999900,36.1,8.3,18,3.1
616,0,0,999900,999900,35,8.9,20,2.6
0,0,0,999900,999900,32.8,9.4,24,3.1
0,0,0,999900,999900,31.1,10,27,1.5
0,0,0,999900,999900,30.6,9.4,27,3.6
0,0,0,999900,999900,29.4,8.9,28,4.6
0,0,0,999900,999900,29.4,7.8,26,3.1
0,0,0,999900,999900,27.8,7.8,28,3.6
0,0,0,999900,999900,26.1,7.8,31,2.1
0,0,0,999900,999900,25,7.8,33,0
0,0,0,999900,999900,24.4,7.8,35,0
0,0,68,999900,999900,25,8.3,35,2.6
615,563,201,999900,999900,27.8,10,33,3.6
788,758,256,999900,999900,29.4,10,30,3.1
948,861,273,999900,999900,32.2,9.4,25,2.1
1086,904,264,999900,999900,33.9,6.1,18,2.1
1196,910,227,999900,999900,35.6,7.2,17,2.6
1272,911,183,999900,999900,36.7,7.2,16,3.1
1311,921,141,999900,999900,36.7,6.7,16,5.1
1311,914,91,999900,999900,37.8,8.3,17,6.7
1273,885,38,999900,999900,38.3,9.4,18,5.1
1197,850,0,999900,999900,38.9,8.9,16,6.7
1087,744,0,999900,999900,38.3,9.4,18,5.1
949,538,0,999900,999900,37.8,9.4,18,5.1
789,221,0,999900,999900,36.7,11.1,21,2.1
616,0,0,999900,999900,34.4,11.1,24,3.1
0,0,0,999900,999900,33.3,11.1,26,3.1
0,0,0,999900,999900,31.7,10,26,2.6
0,0,0,999900,999900,31.1,11.1,29,3.1
0,0,0,999900,999900,31.7,11.7,29,2.1
0,0,0,999900,999900,28.9,11.7,35,2.6
0,0,0,999900,999900,28.3,11.1,34,3.6
0,0,0,999900,999900,27.2,11.7,38,2.6
0,0,0,999900,999900,25,11.1,42,1.5
0,0,0,999900,999900,23.9,11.1,45,0
0,0,66,999900,999900,25,12.2,45,1.5
614,522,198,999900,999900,27.2,11.1,37,1.5
787,725,251,999900,999900,30.6,10.6,29,1
947,847,265,999900,999900,32.8,8.9,23,4.6
1085,896,262,999900,999900,34.4,10,23,5.1
1195,907,226,999900,999900,35.6,9.4,20,5.7
1272,924,189,999900,999900,37.2,8.3,17,4.6
1311,931,144,999900,999900,38.9,9.4,17,5.1
1311,919,91,999900,999900,40,8.9,15,7.7
1273,896,42,999900,999900,41.1,8.9,15,7.2
1197,853,0,999900,999900,41.7,9.4,15,6.7
1087,756,0,999900,999900,40.6,7.8,14,7.2
950,544,0,999900,999900,40.6,8.9,15,6.7
790,286,0,999900,999900,38.9,8.3,16,6.2
617,0,1,999900,999900,37.8,7.8,16,6.2
0,0,0,999900,999900,36.1,7.2,17,5.7
0,0,0,999900,999900,34.4,6.7,18,3.6
0,0,0,999900,999900,32.2,7.2,21,2.1
0,0,0,999900,999900,32.2,8.9,24,5.1
0,0,0,999900,999900,33.9,7.2,19,3.6
0,0,0,999900,999900,30,8.9,27,2.6
0,0,0,999900,999900,27.8,9.4,32,3.1
0,0,0,999900,999900,27.2,10,34,2.6
0,0,0,999900,999900,26.7,11.7,39,4.6
0,0,36,999900,999900,27.2,13.9,44,4.1
613,103,142,999900,999900,29.4,13.9,39,3.6
786,485,285,999900,999900,30.6,12.8,34,3.1
946,472,305,999900,999900,31.7,13.3,33,3.6
1085,471,330,999900,999900,33.9,12.8,28,3.1
1195,400,509,999900,999900,35,11.7,24,2.1
1271,462,356,999900,999900,35.6,11.1,23,3.1
1311,386,349,999900,999900,36.1,11.7,23,2.6
1311,748,127,999900,999900,37.8,12.2,22,4.6
1273,803,62,999900,999900,38.3,11.1,20,2.6
1197,748,81,999900,999900,39.4,11.1,18,2.6
1088,113,246,999900,999900,38.3,11.1,20,2.6
950,61,93,999900,999900,37.8,12.8,23,5.1
790,24,23,999900,999900,37.2,11.1,21,2.6
617,0,0,999900,999900,35.6,12.2,24,0
0,0,0,999900,999900,33.9,13.9,30,0
0,0,0,999900,999900,32.8,13.3,31,0
0,0,0,999900,999900,30.6,13.3,35,2.6
0,0,0,999900,999900,30,15.6,42,0
0,0,0,999900,999900,28.9,13.9,40,2.1
0,0,0,999900,999900,28.9,13.9,40,0
0,0,0,999900,999900,29.4,12.2,35,3.6
0,0,0,999900,999900,30,14.4,39,3.1
0,0,0,999900,999900,27.8,16.7,51,3.1
0,0,33,999900,999900,27.8,16.7,51,2.6
612,70,167,999900,999900,29.4,17.2,48,2.6
785,822,202,999900,999900,31.1,17.2,43,1.5
945,705,203,999900,999900,32.2,17.2,41,1.5
1084,798,175,999900,999900,33.3,16.7,37,1.5
1194,816,233,999900,999900,34.4,16.1,34,1
1271,270,309,999900,999900,35,14.4,29,3.6
1310,168,544,999900,999900,36.1,15.6,30,3.1
1311,469,300,999900,999900,36.7,15,28,3.6
1273,296,224,999900,999900,37.2,15,27,3.6
1197,570,168,999900,999900,37.8,15.6,27,6.7
1088,350,194,999900,999900,37.8,15,26,6.2
950,143,159,999900,999900,37.8,12.8,23,3.6
790,171,0,999900,999900,36.7,15,28,3.6
617,0,0,999900,999900,32.8,13.3,31,8.8
0,0,0,999900,999900,31.1,12.8,33,7.7
0,0,0,999900,999900,29.4,16.1,45,6.2
0,0,0,999900,999900,27.8,17.2,53,6.7
0,0,0,999900,999900,25.6,18.9,67,7.2
0,0,0,999900,999900,25.6,17.8,62,2.1
0,0,0,999900,999900,25,17.8,64,3.1
0,0,0,999900,999900,25.6,17.8,62,2.1
0,0,0,999900,999900,25,17.8,64,2.6
0,0,1,999900,999900,25.6,17.2,60,2.6
0,0,78,999900,999900,26.1,17.2,58,1.5
611,194,195,999900,999900,27.8,17.2,53,4.1
784,270,285,999900,999900,28.9,16.7,48,1.5
945,360,338,999900,999900,30.6,16.7,43,3.6
1083,676,305,999900,999900,31.7,16.7,41,2.1
1194,688,194,999900,999900,32.8,15.6,36,6.2
1271,154,456,999900,999900,33.3,15.6,35,7.2
1310,304,416,999900,999900,33.9,15,32,5.7
1311,314,371,999900,999900,35,15,30,5.1
1273,304,324,999900,999900,34.4,15,31,4.1
1197,204,244,999900,999900,33.9,16.1,35,5.1
1088,155,181,999900,999900,33.3,15.6,35,8.2
950,135,111,999900,999900,30,18.9,51,10.3
791,191,0,999900,999900,30.6,18.3,48,3.6
618,0,0,999900,999900,29.4,18.3,51,1
0,0,0,999900,999900,26.7,18.3,60,4.1
0,0,0,999900,999900,24.4,17.2,64,3.6
0,0,0,999900,999900,25.6,19.4,69,2.1
0,0,0,999900,999900,25.6,19.4,69,3.6
0,0,0,999900,999900,25,18.9,69,5.1
0,0,0,999900,999900,26.7,18.3,60,2.1
0,0,0,999900,999900,23.3,17.8,71,3.6
0,0,0,999900,999900,23.9,17.2,66,3.6
0,0,0,999900,999900,22.8,18.9,79,2.1
0,0,54,999900,999900,22.8,18.9,79,1.5
610,347,209,999900,999900,25,17.8,64,2.1
783,588,284,999900,999900,26.1,17.8,60,1.5
944,671,313,999900,999900,27.2,16.1,51,1.5
1083,601,325,999900,999900,28.9,16.1,46,1
1193,413,420,999900,999900,30.6,16.7,43,1
1270,907,135,999900,999900,32.2,16.7,40,2.6
1310,929,109,999900,999900,32.2,15.6,37,2.6
1311,921,88,999900,999900,33.3,15.6,35,3.1
1273,909,40,999900,999900,34.4,15,31,3.1
1197,868,0,999900,999900,34.4,15.6,33,1
1088,766,0,999900,999900,35,15,30,1
951,378,68,999900,999900,35,15,30,1
791,79,35,999900,999900,33.8,16.2,35,1.3
618,0,0,999900,999900,32.9,15.6,35,1.3
0,0,0,999900,999900,32.2,15,35,1.3
0,0,0,999900,999900,31.8,14.3,35,1.3
0,0,0,999900,999900,31.6,13.7,34,1.3
0,0,0,999900,999900,31.4,13.1,33,1.3
0,0,0,999900,999900,31.2,12.1,31,1.1
0,0,0,999900,999900,31.1,11.6,30,1
0,0,0,999900,999900,31.1,11.4,30,1.1
0,0,0,999900,999900,31.1,11.3,30,1.3
0,0,0,999900,999900,31.2,11.3,29,1.6
0,0,19,999900,999900,31.4,11.6,30,2.1
609,138,160,999900,999900,31.8,12.2,30,2.9
782,711,277,999900,999900,32.2,12.8,31,3.6
943,855,282,999900,999900,33.7,12.8,28,3.6
1082,896,272,999900,999900,35.2,12.8,26,3.6
1193,909,239,999900,999900,36.7,12.8,24,3.6
1270,911,195,999900,999900,38,13,23,3.6
1310,912,147,999900,999900,39.3,13.1,21,3.6
1311,911,98,999900,999900,40.6,13.3,20,3.6
1273,897,50,999900,999900,41,12.2,18,3.9
1198,854,6,999900,999900,41.3,11.1,17,4.3
1088,707,10,999900,999900,41.7,10,15,4.6
951,134,105,999900,999900,40.4,8.3,15,5
791,2,19,999900,999900,39.1,6.7,14,5.3
618,0,0,999900,999900,37.8,5,13,5.7
0,0,0,999900,999900,35.8,4.6,14,4.8
0,0,0,999900,999900,33.7,4.3,16,4
0,0,0,999900,999900,31.7,3.9,17,3.1
0,0,0,999900,999900,30.9,4.6,19,2.1
0,0,0,999900,999900,30.2,5.4,21,1
0,0,0,999900,999900,29.4,6.1,23,0
0,0,0,999900,999900,28.9,5.5,23,0.9
0,0,0,999900,999900,28.3,5,23,1.7
0,0,0,999900,999900,27.8,4.4,22,2.6
0,0,18,999900,999900,29.3,3.7,20,2.6
608,93,161,999900,999900,30.7,2.9,17,2.6
781,650,283,999900,999900,32.2,2.2,15,2.6
942,830,283,999900,999900,33.7,5.7,17,3.3
1081,874,279,999900,999900,35.2,9.3,21,3.9
1192,893,252,999900,999900,36.7,12.8,24,4.6
1269,896,208,999900,999900,37.6,12.1,22,5.1
1310,897,161,999900,999900,38.5,11.3,20,5.7
1311,896,111,999900,999900,39.4,10.6,18,6.2
1273,881,63,999900,999900,39.8,10.2,17,6.5
1198,839,18,999900,999900,40.2,9.8,16,6.9
1089,669,34,999900,999900,40.6,9.4,15,7.2
951,101,122,999900,999900,39.3,8.5,16,6.7
791,1,19,999900,999900,38,7.6,16,6.2
618,0,0,999900,999900,36.7,6.7,16,5.7
0,0,0,999900,999900,35.4,6.9,17,4.8
0,0,0,999900,999900,34.1,7,19,4
0,0,0,999900,999900,32.8,7.2,20,3.1
0,0,0,999900,999900,31.1,7.8,23,3.3
0,0,0,999900,999900,29.5,8.3,27,3.4
0,0,0,999900,999900,27.8,8.9,31,3.6
0,0,0,999900,999900,26.9,8.9,32,3.3
0,0,0,999900,999900,25.9,8.9,34,2.9
0,0,0,999900,999900,25,8.9,36,2.6
0,0,18,999900,999900,27.2,9.5,33,2.6
606,111,162,999900,999900,29.5,10,30,2.6
780,684,283,999900,999900,31.7,10.6,27,2.6
941,844,286,999900,999900,33,11,26,2.6
1081,885,278,999900,999900,34.3,11.3,25,2.6
1192,899,246,999900,999900,35.6,11.7,24,2.6
1269,901,203,999900,999900,36.7,11.5,22,2.4
1309,902,155,999900,999900,37.8,11.3,20,2.3
1311,901,106,999900,999900,38.9,11.1,19,2.1
1273,886,57,999900,999900,39.3,10.2,17,3.1
1198,844,12,999900,999900,39.6,9.2,16,4.1
1089,681,25,999900,999900,40,8.3,15,5.1
951,108,117,999900,999900,39.3,9.2,16,5.1
791,1,18,999900,999900,38.5,10.2,18,5.1
618,0,0,999900,999900,37.8,11.1,20,5.1
0,0,0,999900,999900,36.7,10.7,21,4.1
0,0,0,999900,999900,35.5,10.4,22,3.1
0,0,0,999900,999900,34.4,10,23,2.1
0,0,0,999900,999900,33.7,10.4,24,2.1
0,0,0,999900,999900,32.9,10.7,26,2.1
0,0,0,999900,999900,32.2,11.1,27,2.1
0,0,0,999900,999900,30.7,11.7,31,2.1
0,0,0,999900,999900,29.3,12.2,35,2.1
0,0,0,999900,999900,27.8,12.8,40,2.1
0,0,17,999900,999900,28.9,13,38,2.3
605,75,164,999900,999900,30,13.1,36,2.4
779,623,301,999900,999900,31.1,13.3,34,2.6
940,817,299,999900,999900,33.1,12.2,28,2.8
1080,858,296,999900,999900,35.2,11.1,23,2.9
1191,871,268,999900,999900,37.2,10,19,3.1
1269,874,227,999900,999900,38.7,9.3,17,3.6
1309,875,181,999900,999900,40.2,8.5,15,4.1
1310,873,131,999900,999900,41.7,7.8,13,4.6
1273,859,81,999900,999900,42.2,6.5,12,4.6
1198,817,32,999900,999900,42.8,5.2,10,4.6
1089,619,65,999900,999900,43.3,3.9,9,4.6
951,73,134,999900,999900,42.2,5.4,11,4.8
791,1,18,999900,999900,41.1,6.8,13,4.9
618,0,0,999900,999900,40,8.3,15,5.1
0,0,0,999900,999900,38.3,8.5,16,4.1
0,0,0,999900,999900,36.7,8.7,18,3.1
0,0,0,999900,999900,35,8.9,20,2.1
0,0,0,999900,999900,34.6,8.2,20,2.9
0,0,0,999900,999900,34.3,7.4,19,3.8
0,0,0,999900,999900,33.9,6.7,19,4.6
0,0,0,999900,999900,33.3,8,21,4.4
0,0,0,999900,999900,32.8,9.3,24,4.3
0,0,0,999900,999900,32.2,10.6,27,4.1
0,0,16,999900,999900,32.8,11.5,27,5.1
604,81,156,999900,999900,33.3,12.4,28,6.2
778,628,278,999900,999900,33.9,13.3,29,7.2
939,807,274,999900,999900,35.4,12.8,26,6
1079,850,264,999900,999900,36.8,12.2,23,4.8
1191,863,234,999900,999900,38.3,11.7,20,3.6
1268,874,197,999900,999900,39.6,11.1,18,3.8
1309,885,156,999900,999900,40.9,10.6,17,3.9
1310,894,110,999900,999900,42.2,10,15,4.1
1273,881,60,999900,999900,42.4,9.1,14,4.8
1198,838,14,999900,999900,42.6,8.1,13,5.5
1089,665,32,999900,999900,42.8,7.2,12,6.2
951,97,120,999900,999900,41.9,6.1,12,5
791,1,17,999900,999900,40.9,5,11,3.8
617,0,0,999900,999900,40,3.9,11,2.6
0,0,0,999900,999900,38.1,6.3,14,4
0,0,0,999900,999900,36.3,8.7,19,5.3
0,0,0,999900,999900,34.4,11.1,24,6.7
0,0,0,999900,999900,33.5,11.8,27,6.5
0,0,0,999900,999900,32.6,12.6,30,6.4
0,0,0,999900,999900,31.7,13.3,33,6.2
0,0,0,999900,999900,30.9,13.1,34,5.3
0,0,0,999900,999900,30.2,13,35,4.5
0,0,0,999900,999900,29.4,12.8,36,3.6
0,0,15,999900,999900,30.7,13.2,34,4.1
603,115,147,999900,999900,32,13.5,33,4.6
777,654,259,999900,999900,33.3,13.9,31,5.1
938,743,266,999900,999900,34.4,13.7,29,4.4
1078,745,255,999900,999900,35.6,13.5,27,3.8
1190,706,238,999900,999900,36.7,13.3,25,3.1
1268,769,199,999900,999900,37.6,12.9,23,3.4
1309,848,133,999900,999900,38.5,12.6,21,3.8
1310,888,93,999900,999900,39.4,12.2,20,4.1
1273,869,38,999900,999900,40,10.7,17,4.8
1198,810,0,999900,999900,40.5,9.3,15,5.5
1089,688,0,999900,999900,41.1,7.8,14,6.2
951,74,121,999900,999900,39.4,9.5,17,6.7
791,0,16,999900,999900,37.8,11.1,20,7.2
617,0,0,999900,999900,36.1,12.8,25,7.7
0,0,0,999900,999900,34.8,13.3,27,6.2
0,0,0,999900,999900,33.5,13.9,31,4.6
0,0,0,999900,999900,32.2,14.4,34,3.1
0,0,0,999900,999900,31.3,14.8,37,3.3
0,0,0,999900,999900,30.3,15.2,40,3.4
0,0,0,999900,999900,29.4,15.6,43,3.6
0,0,0,999900,999900,28.9,15.6,44,3.8
0,0,0,999900,999900,28.3,15.6,46,3.9
0,0,0,999900,999900,27.8,15.6,47,4.1
0,0,13,999900,999900,29.1,16,45,4.6
601,25,138,999900,999900,30.4,16.3,43,5.2
776,373,293,999900,999900,31.7,16.7,41,5.7
938,471,317,999900,999900,32.4,16.9,40,5.7
1078,415,360,999900,999900,33.2,17,38,5.7
1189,311,416,999900,999900,33.9,17.2,37,5.7
1267,238,323,999900,999900,31.5,18.1,45,5.9
1308,48,334,999900,999900,29.1,19.1,55,6
1310,2,205,999900,999900,26.7,20,67,6.2
1273,39,286,999900,999900,28.5,19.8,59,7.2
1198,94,293,999900,999900,30.4,19.6,53,8.3
1089,239,169,999900,999900,32.2,19.4,47,9.3
951,13,108,999900,999900,29.6,19.8,56,8.8
791,3,10,999900,999900,27,20.2,66,8.2
617,0,0,999900,999900,24.4,20.6,79,7.7
0,0,0,999900,999900,24.6,20.4,77,6.7
0,0,0,999900,999900,24.8,20.2,76,5.6
0,0,0,999900,999900,25,20,74,4.6
0,0,0,999900,999900,24.8,19.6,73,4.6
0,0,0,999900,999900,24.6,19.3,72,4.6
0,0,0,999900,999900,24.4,18.9,71,4.6
0,0,0,999900,999900,23.9,18.9,74,4.6
0,0,0,999900,999900,23.3,18.9,76,4.6
0,0,0,999900,999900,22.8,18.9,79,4.6
0,0,15,999900,999900,24.3,19.3,74,4.4
600,79,159,999900,999900,25.7,19.6,69,4.3
775,634,294,999900,999900,27.2,20,65,4.1
937,826,292,999900,999900,28.7,20,59,3.9
1077,866,288,999900,999900,30.2,20,54,3.8
1189,880,258,999900,999900,31.7,20,50,3.6
1267,883,215,999900,999900,32.8,18.9,44,3.4
1308,885,168,999900,999900,33.9,17.8,39,3.3
1310,882,119,999900,999900,35,16.7,34,3.1
1273,862,67,999900,999900,35.2,16.3,33,3.4
1198,818,15,999900,999900,35.4,16,32,3.8
1089,611,54,999900,999900,35.6,15.6,30,4.1
951,71,127,999900,999900,35.4,13.5,27,3.8
791,1,15,999900,999900,35.2,11.5,24,3.4
617,0,0,999900,999900,35,9.4,21,3.1
0,0,0,999900,999900,34.1,9.2,22,2.8
0,0,0,999900,999900,33.1,9.1,23,2.4
0,0,0,999900,999900,32.2,8.9,24,2.1
0,0,0,999900,999900,29.6,11.1,32,2.3
0,0,0,999900,999900,27,13.4,43,2.4
0,0,0,999900,999900,24.4,15.6,58,2.6
0,0,0,999900,999900,23.9,14.8,57,2.9
0,0,0,999900,999900,23.3,14.1,56,3.3
0,0,0,999900,999900,22.8,13.3,55,3.6
0,0,14,999900,999900,24.5,12.6,47,3.6
598,64,159,999900,999900,26.1,11.8,41,3.6
774,601,303,999900,999900,27.8,11.1,35,3.6
936,809,299,999900,999900,29.6,9.6,29,3.9
1076,849,298,999900,999900,31.5,8.2,24,4.3
1188,864,271,999900,999900,33.3,6.7,19,4.6
1267,866,230,999900,999900,34.4,5.6,17,4.1
1308,868,184,999900,999900,35.6,4.4,14,3.6
1310,866,133,999900,999900,36.7,3.3,13,3.1
1272,851,82,999900,999900,37.2,5.2,14,2.8
1198,810,31,999900,999900,37.8,7,15,2.4
1089,599,71,999900,999900,38.3,8.9,17,2.1
951,64,133,999900,999900,37.4,7.6,16,2.1
790,1,15,999900,999900,36.5,6.3,16,2.1
616,0,0,999900,999900,35.6,5,15,2.1
0,0,0,999900,999900,34.1,6.1,18,2.4
0,0,0,999900,999900,32.6,7.2,21,2.8
0,0,0,999900,999900,31.1,8.3,24,3.1
0,0,0,999900,999900,30.2,8.7,26,3.3
0,0,0,999900,999900,29.2,9,28,3.4
0,0,0,999900,999900,28.3,9.4,31,3.6
0,0,0,999900,999900,26.6,9.6,34,3.3
0,0,0,999900,999900,25,9.8,38,2.9
0,0,0,999900,999900,23.3,10,43,2.6
0,0,14,999900,999900,25.2,8.9,36,3.3
597,88,156,999900,999900,27,7.8,30,3.9
772,653,286,999900,999900,28.9,6.7,25,4.6
935,834,286,999900,999900,30,6.3,22,4.1
1075,875,280,999900,999900,31.1,6,21,3.6
1188,890,249,999900,999900,32.2,5.6,19,3.1
1266,892,205,999900,999900,34.1,5.4,17,3.4
1307,894,157,999900,999900,35.9,5.2,15,3.8
1310,892,107,999900,999900,37.8,5,13,4.1
1272,877,57,999900,999900,37.8,5.2,13,4.4
1197,835,9,999900,999900,37.8,5.4,14,4.8
1088,653,32,999900,999900,37.8,5.6,14,5.1
950,87,119,999900,999900,36.9,6,15,4.8
790,1,15,999900,999900,35.9,6.3,16,4.4
616,0,0,999900,999900,35,6.7,17,4.1
0,0,0,999900,999900,33.9,6.9,19,3.6
0,0,0,999900,999900,32.8,7,20,3.1
0,0,0,999900,999900,31.7,7.2,22,2.6
0,0,0,999900,999900,31.3,7,22,2.8
0,0,0,999900,999900,31,6.9,22,2.9
0,0,0,999900,999900,30.6,6.7,22,3.1
0,0,0,999900,999900,28.4,8.4,28,2.1
0,0,0,999900,999900,26.1,10,36,1
0,0,0,999900,999900,23.9,11.7,46,0
0,0,13,999900,999900,25.2,11.3,42,0.9
596,53,158,999900,999900,26.5,11,38,1.7
771,570,310,999900,999900,27.8,10.6,34,2.6
934,793,306,999900,999900,29.8,9.7,29,2.9
1075,832,308,999900,999900,31.9,8.7,24,3.3
1187,847,283,999900,999900,33.9,7.8,20,3.6
